1	2	0.0	1.0	0.0	0.675	0.0	14000.0	12	1.0	0.0005
1	2	0.0	1.0	0.0	0.675	0.0	14000.0	6	1.0	0.005
1	2	0.0	1.0	0.0	0.675	0.0	14000.0	1	1.0	0.02
1	2	0.0	1.0	0.675	0.775	0.0	14000.0	12	1.0	0.0005
1	2	0.0	1.0	0.675	0.775	0.0	14000.0	6	1.0	0.005
1	2	0.0	1.0	0.675	0.775	0.0	14000.0	1	1.0	0.02
1	2	0.0	1.0	0.775	0.85	0.0	14000.0	12	1.0	0.0005
1	2	0.0	1.0	0.775	0.85	0.0	14000.0	6	1.0	0.005
1	2	0.0	1.0	0.775	0.85	0.0	14000.0	1	1.0	0.02
1	2	0.0	1.0	0.85	0.9	0.0	14000.0	12	1.0	0.0005
1	2	0.0	1.0	0.85	0.9	0.0	14000.0	6	1.0	0.005
1	2	0.0	1.0	0.85	0.9	0.0	14000.0	1	1.0	0.02
1	2	0.0	1.0	0.9	0.94	0.0	14000.0	12	1.0	0.0005
1	2	0.0	1.0	0.9	0.94	0.0	14000.0	6	1.0	0.005
1	2	0.0	1.0	0.9	0.94	0.0	14000.0	1	1.0	0.02
1	2	0.0	1.0	0.94	0.96	0.0	14000.0	12	1.0	0.0005
1	2	0.0	1.0	0.94	0.96	0.0	14000.0	6	1.0	0.005
1	2	0.0	1.0	0.94	0.96	0.0	14000.0	1	1.0	0.02
1	2	0.0	1.0	0.96	0.9725	0.0	14000.0	12	1.0	0.0005
1	2	0.0	1.0	0.96	0.9725	0.0	14000.0	6	1.0	0.005
1	2	0.0	1.0	0.96	0.9725	0.0	14000.0	1	1.0	0.02
1	2	0.0	1.0	0.9725	0.9825	0.0	14000.0	12	1.0	0.0005
1	2	0.0	1.0	0.9725	0.9825	0.0	14000.0	6	1.0	0.005
1	2	0.0	1.0	0.9725	0.9825	0.0	14000.0	1	1.0	0.02
1	2	0.0	1.0	0.9825	10.0	0.0	14000.0	12	1.0	0.0005
1	2	0.0	1.0	0.9825	10.0	0.0	14000.0	6	1.0	0.005
1	2	0.0	1.0	0.9825	10.0	0.0	14000.0	1	1.0	0.02
1	2	1.0	1.2	0.0	0.675	0.0	14000.0	12	1.0	0.00075
1	2	1.0	1.2	0.0	0.675	0.0	14000.0	6	1.0	0.005
1	2	1.0	1.2	0.0	0.675	0.0	14000.0	1	1.0	0.02
1	2	1.0	1.2	0.675	0.775	0.0	14000.0	12	1.0	0.00075
1	2	1.0	1.2	0.675	0.775	0.0	14000.0	6	1.0	0.005
1	2	1.0	1.2	0.675	0.775	0.0	14000.0	1	1.0	0.02
1	2	1.0	1.2	0.775	0.85	0.0	14000.0	12	1.0	0.00075
1	2	1.0	1.2	0.775	0.85	0.0	14000.0	6	1.0	0.005
1	2	1.0	1.2	0.775	0.85	0.0	14000.0	1	1.0	0.02
1	2	1.0	1.2	0.85	0.9	0.0	14000.0	12	1.0	0.00075
1	2	1.0	1.2	0.85	0.9	0.0	14000.0	6	1.0	0.005
1	2	1.0	1.2	0.85	0.9	0.0	14000.0	1	1.0	0.02
1	2	1.0	1.2	0.9	0.94	0.0	14000.0	12	1.0	0.00075
1	2	1.0	1.2	0.9	0.94	0.0	14000.0	6	1.0	0.005
1	2	1.0	1.2	0.9	0.94	0.0	14000.0	1	1.0	0.02
1	2	1.0	1.2	0.94	0.96	0.0	14000.0	12	1.0	0.00075
1	2	1.0	1.2	0.94	0.96	0.0	14000.0	6	1.0	0.005
1	2	1.0	1.2	0.94	0.96	0.0	14000.0	1	1.0	0.02
1	2	1.2	1.4442	0.0	0.675	0.0	14000.0	12	1.0	0.00075
1	2	1.2	1.4442	0.0	0.675	0.0	14000.0	6	1.0	0.005
1	2	1.2	1.4442	0.0	0.675	0.0	14000.0	1	1.0	0.02
1	2	1.2	1.4442	0.675	0.775	0.0	14000.0	12	1.0	0.00075
1	2	1.2	1.4442	0.675	0.775	0.0	14000.0	6	1.0	0.005
1	2	1.2	1.4442	0.675	0.775	0.0	14000.0	1	1.0	0.02
1	2	1.2	1.4442	0.775	0.85	0.0	14000.0	12	1.0	0.00075
1	2	1.2	1.4442	0.775	0.85	0.0	14000.0	6	1.0	0.005
1	2	1.2	1.4442	0.775	0.85	0.0	14000.0	1	1.0	0.02
1	2	1.2	1.4442	0.85	0.9	0.0	14000.0	12	1.0	0.00075
1	2	1.2	1.4442	0.85	0.9	0.0	14000.0	6	1.0	0.005
1	2	1.2	1.4442	0.85	0.9	0.0	14000.0	1	1.0	0.02
1	2	1.2	1.4442	0.9	0.94	0.0	14000.0	12	1.0	0.00075
1	2	1.2	1.4442	0.9	0.94	0.0	14000.0	6	1.0	0.005
1	2	1.2	1.4442	0.9	0.94	0.0	14000.0	1	1.0	0.02
1	2	1.2	1.4442	0.94	0.96	0.0	14000.0	12	1.0	0.00075
1	2	1.2	1.4442	0.94	0.96	0.0	14000.0	6	1.0	0.005
1	2	1.2	1.4442	0.94	0.96	0.0	14000.0	1	1.0	0.02
